CNPJ_CIA,DENOM_SOCIAL,SIT,DT_REG,DT_CONST,DT_CANCEL
00.974.211/0001-25,LINHA AMARELA S.A.- LAMSA,CANCELADA,2/2/1998,11/21/1995,5/6/2003
00.974.211/0001-25,LINHA AMARELA S.A.- LAMSA,ATIVO,4/8/2020,11/21/1995,
10.234.027/0001-00,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,ATIVO,8/12/2015,7/7/2008,
10.240.186/0001-00,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,ATIVO,8/12/2015,7/7/2008,
06.948.969/0001-75,LINX S.A.,CANCELADA,2/6/2013,7/20/2004,8/2/2021
61.064.689/0001-02,LION SA,CANCELADA,9/10/1982,,5/19/1988
53.026.472/0001-80,LISTEL LISTAS TELEFONICAS SA,CANCELADA,7/19/1990,,1/14/1991
00.743.065/0001-27,LITEL PARTICIPACOES SA,ATIVO,10/18/1995,10/1/1995,
05.495.546/0001-84,LITELA PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,ATIVO,9/5/2019,1/30/2003,
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,ATIVO,5/13/2021,10/2/2003,
92.724.053/0001-73,LIVRARIA DO GLOBO SA,CANCELADA,7/20/1977,1/1/1948,2/17/2011
33.038.696/0001-02,LIVRARIA JOSE OLYMPIO EDITORA,CANCELADA,6/28/1968,,10/15/1984
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,ATIVO,11/29/2019,1/10/1995,
02.286.479/0001-08,LOCALIZA  FLEET S.A.,ATIVO,10/10/2019,12/15/1997,
16.670.085/0001-55,LOCALIZA RENT A CAR SA,ATIVO,5/6/2005,9/14/1973,
16.670.085/0001-55,LOCALIZA RENT A CAR SA,ATIVO,5/6/2005,9/14/1973,
04.437.534/0001-30,LOCAMÉRICA RENT-A-CAR S.A.,CANCELADA,7/29/2008,2/27/1985,12/31/2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,CANCELADA,3/18/2008,1/1/1998,3/18/2009
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,ATIVO,2/4/2020,10/29/1997,
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,ATIVO,11/12/2013,7/3/2007,
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,ATIVO,6/4/2007,7/31/1988,
19.851.496/0001-35,LOGOS COMPANHIA SECURITIZADORA S/A,CANCELADA,9/4/2014,1/28/2014,3/21/2023
33.014.556/0001-96,LOJAS AMERICANAS SA,CANCELADA,7/20/1977,5/27/1929,12/10/2021
33.014.556/0001-96,LOJAS AMERICANAS SA,CANCELADA,7/20/1977,5/27/1929,12/10/2021
33.005.703/0001-61,LOJAS BRASILEIRAS SA LOBRAS,CANCELADA,7/20/1977,,8/4/1999
82.640.632/0001-84,LOJAS HERING SA,CANCELADA,7/20/1977,12/29/1950,5/10/2019
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,ATIVO,8/6/2020,8/15/1967,
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,ATIVO,8/6/2020,8/15/1967,
92.754.738/0001-62,LOJAS RENNER SA,ATIVO,7/20/1977,6/10/1965,
92.754.738/0001-62,LOJAS RENNER SA,ATIVO,7/20/1977,6/10/1965,
60.889.854/0001-00,LONAFLEX SA,CANCELADA,7/20/1977,,7/17/1990
02.338.534/0001-58,LONGDIS SA,ATIVO,6/30/1998,11/6/1997,
33.107.533/0001-26,LORENTZEN EMPREENDIMENTOS SA,CANCELADA,4/26/1985,,7/6/1990
12.394.972/0001-97,LOUCOS POR FUTEBOL S.A.,CANCELADA,1/16/2013,6/3/2010,1/7/2016
23.643.315/0001-52,LPC INDUSTRIAS ALIMENTICIAS SA,CANCELADA,7/20/1977,,12/4/1996
08.078.847/0001-09,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,ATIVO,12/12/2006,5/22/2006,
84.684.554/0001-45,LUMIERE SA,CANCELADA,10/22/1980,,2/14/2007
89.463.822/0001-12,LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL,ATIVO,5/8/2006,8/1/1980,
43.948.405/0001-69,LUPO S.A.,ATIVO,12/17/2021,6/11/1937,
44.813.863/0001-53,M DEDINI SA METALURGICA,CANCELADA,9/25/1981,,9/12/1990
00.988.131/0001-29,M HOLDINGS SA,CANCELADA,3/1/1996,,6/24/1998
17.155.151/0001-11,M ROSCOE SA ENG IND E COMERCIO,CANCELADA,7/20/1977,1/1/1957,2/7/2002
56.806.656/0001-50,M&G POLIÉSTER SA,CANCELADA,9/8/1994,5/1/1994,10/17/2014
07.206.816/0001-15,M. DIAS BRANCO SA IND E COM DE ALIMENTOS,ATIVO,10/11/2006,1/1/1961,
03.076.274/0001-52,MACHADINHO ENERGÉTICA SA,CANCELADA,3/29/2001,3/4/1999,12/13/2012
92.696.418/0001-01,MADEF SA INDUSTRIA E COMERCIO,CANCELADA,3/17/1979,,9/23/2010
10.927.820/0001-87,MADEIRA SINTETICA SA,CANCELADA,7/28/1967,,8/9/2005
88.610.159/0001-79,MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕES,CANCELADA,7/1/1953,,12/20/2005
13.783.221/0004-78,MADERO INDÚSTRIA E COMÉRCIO S.A.,ATIVO,11/17/2021,8/1/2011,
88.610.290/0001-36,MADEZATTI SA,CANCELADA,7/9/1982,,10/16/1987
08.795.211/0001-70,MAESTRO LOCADORA DE VEÍCULOS S.A.,ATIVO,5/26/2015,4/5/2007,
08.795.211/0001-70,MAESTRO LOCADORA DE VEÍCULOS S.A.,ATIVO,5/26/2015,4/5/2007,
82.640.699/0001-19,MAFISA MALHARIA BLUMENAU SA,CANCELADA,6/5/1986,,8/22/1991
47.960.950/0001-21,MAGAZINE LUIZA SA,ATIVO,4/28/2011,10/30/1957,
00.592.603/0001-20,MAGNESITA MINERAÇÃO S.A.,CANCELADA,10/4/2017,3/20/1995,12/14/2018
08.684.547/0001-65,MAGNESITA REFRATARIOS S.A.,CANCELADA,7/2/2007,12/11/2006,1/23/2019
19.791.268/0001-17,MAGNESITA SA,CANCELADA,1/15/1969,7/12/1940,2/21/2008
03.002.935/0001-03,MAHLE COFAP ANEIS SA,CANCELADA,1/12/2000,7/30/1999,1/7/2003
60.476.884/0001-87,MAHLE METAL LEVE S.A.,ATIVO,7/20/1977,8/22/1950,
70.036.132/0001-59,MAISA PARTICIPACOES SA,CANCELADA,3/14/1997,,11/22/2006
00.889.852/0001-81,MAISON ECO SA,CANCELADA,12/12/1995,,10/30/1998
02.176.632/0001-36,MAISON ROYALE SA,CANCELADA,4/16/1998,9/4/1997,10/30/2002
87.191.847/0001-89,MAISONNAVE CIA DE PART,CANCELADA,3/13/1981,,12/18/1998
92.893.999/0001-63,MAISONNAVE DTVM SA,CANCELADA,7/20/1977,,1/10/1989
87.155.461/0001-11,MAISONNAVE LEASING SA AM,CANCELADA,6/12/1981,,1/10/1989
92.753.805/0001-24,MAISONNAVE SA CFI,CANCELADA,7/20/1977,,1/10/1989
47.427.653/0001-15,MAKRO ATACADISTA SA,CANCELADA,4/13/1995,4/4/1972,2/26/2002
60.400.009/0001-11,MANASA MADEIREIRA NACIONAL SA,CANCELADA,10/17/1972,12/12/1944,3/27/2006
09.584.854/0001-37,MANAUS TRANSMISSORA DE ENERGIA S.A,ATIVO,3/29/2022,4/22/2008,
61.065.298/0001-02,MANGELS INDUSTRIAL S.A.,ATIVO,12/28/1971,10/1/1928,
61.293.643/0001-65,MANUF ART BORRACHA NOGAM SA,CANCELADA,4/23/1986,,1/4/2010
61.082.004/0001-50,MANUFATURA DE  BRINQUEDOS ESTRELA SA,ATIVO,6/28/1968,12/19/1944,
02.535.295/0001-26,MAORI SA,CANCELADA,9/23/1998,4/20/1998,4/15/2019
00.925.788/0001-47,MAPPIN TRUST RECEBIVEIS SA,CANCELADA,12/11/1995,,8/18/1998
60.894.482/0001-00,MAQUINAS PIRATININGA SA,CANCELADA,6/13/1969,,2/19/1993
51.468.056/0001-06,MARAMBAIA ENERGIA RENOVÁVEL SA,CANCELADA,6/28/1984,1/24/1961,1/7/2013
88.611.835/0001-29,MARCOPOLO SA,ATIVO,7/20/1977,8/6/1949,
27.044.213/0001-71,MARCOVAN SA,CANCELADA,7/20/1977,,11/22/2006
03.853.896/0001-40,MARFRIG GLOBAL FOODS SA,ATIVO,6/18/2007,4/6/2000,
07.334.600/0001-35,MARINA DE IRACEMA PARK SA,ATIVO,5/14/1997,10/12/1983,
01.603.908/0001-52,MARINGA PARK SA,CANCELADA,7/31/1997,,3/22/2005
61.189.288/0001-89,MARISA LOJAS SA,ATIVO,6/14/2010,4/28/1959,
08.262.343/0001-36,MARISA SA,CANCELADA,6/13/2007,8/15/2006,7/26/2010
84.429.752/0001-62,MARISOL SA,CANCELADA,5/21/1976,5/22/1964,7/2/2012
03.301.811/0001-10,MARLIM PARTICIPAÇÕES SA,CANCELADA,11/16/1999,6/22/1999,8/7/2009
00.090.057/0001-29,MARSIAJ OLIVEIRA SA,CANCELADA,10/4/1994,,3/21/2006
56.021.785/0001-33,MARTREX SA,CANCELADA,10/13/1986,,1/9/2001
11.395.624/0001-71,MASSA FALIDA DA BRASIL PHARMA SA,ATIVO,6/22/2011,12/7/2009,
82.639.543/0001-18,MASSA FALIDA DA CIA LORENZ,CANCELADA,7/20/1977,,1/4/2010
00.410.345/0001-13,MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL,CANCELADA,12/11/1995,5/27/1994,2/9/2015
01.556.141/0001-58,MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA,CANCELADA,9/22/1982,,3/11/1988
01.556.141/0001-58,MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA,CANCELADA,2/15/1990,,3/18/2008
82.981.671/0001-45,MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.,CANCELADA,11/13/1969,1892-03-11,1/7/2016
33.010.760/0001-39,MASSA FALIDA DA MULLER IND E COMERCIO,CANCELADA,7/20/1977,,11/13/2007
59.386.987/0001-77,MASSA FALIDA DA PROCID PARTICIPAÇÕES E NEGÓCIOS SA,CANCELADA,5/4/1998,12/5/1997,1/4/2010
83.296.889/0001-23,MASSA FALIDA DA SA IND E COMERCIO CHAPECO,ATIVO,11/30/1979,10/11/1952,
62.607.502/0001-32,MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS,CANCELADA,12/13/1972,9/30/1969,1/4/2010
78.594.876/0001-09,MASSA FALIDA DA TRANSPARANA SA,CANCELADA,7/20/1977,5/20/1947,8/9/2021
11.703.519/0001-52,MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E COMÉRCIO SA,CANCELADA,12/8/1971,,8/7/2007
29.075.363/0001-78,MASSA FALIDA DE CIA. BRASILEIRA DE ANTIBIÓTICOS - CIBRAN,CANCELADA,7/24/1986,8/9/1974,1/4/2010
33.470.022/0001-74,MASSA FALIDA DE COMPANHIA TEXTIL FERREIRA GUIMARAES,CANCELADA,11/1/1969,1/6/1906,1/4/2011
02.490.462/0001-60,MASSA FALIDA DE FAZENDAS REUNIDAS BOI GORDO,CANCELADA,8/20/2001,1/1/1988,8/7/2007
45.240.538/0001-01,MASSA FALIDA DE OLMA SA OLEOS VEGETAIS,CANCELADA,10/6/1989,,3/21/2006
86.550.951/0001-50,MASSA FALIDA DE POMIFRUTAS S/A,ATIVO,12/28/2004,11/1/1962,
33.017.039/0001-70,MASSA FALIDA DE SAM INDUSTRIAS SA,CANCELADA,8/18/1986,6/28/1947,8/9/2021
62.136.254/0001-99,MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A,CANCELADA,6/13/2007,5/31/1989,8/9/2021
07.645.294/0001-58,MASTER IND PLAST CEARENSE SA,CANCELADA,2/21/1967,2/21/1967,1/9/2007
07.645.260/0001-63,MASTER SA TEC PLASTICOS,CANCELADA,1/23/1985,,1/9/2007
56.795.362/0001-70,MATEL TECN DE TELEINF SA,CANCELADA,4/29/1987,,10/21/1999
08.904.090/0001-57,MATONE SECURITIZADORA S/A,CANCELADA,8/17/2007,5/21/2007,6/19/2012
02.736.473/0001-87,MAVERICK SA,CANCELADA,5/4/1999,5/26/1998,6/5/2001
07.385.191/0001-04,MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A,CANCELADA,8/18/2005,4/25/2005,9/30/2010
57.912.412/0001-15,MAYUTA SA,CANCELADA,11/5/1987,,12/27/1990
04.123.616/0001-00,MB ENGENHARIA SA,CANCELADA,3/12/2008,10/20/2000,6/13/2008
15.688.041/0001-90,MBK SECURITIZADORA S/A,ATIVO,7/23/2012,6/25/2012,
03.751.496/0001-23,MC TRUST SA,CANCELADA,10/18/2000,3/20/2000,1/17/2006
65.614.901/0001-19,MC&A SISTEMAS PESSOAIS SA,CANCELADA,7/8/1991,,2/24/1992
11.858.621/0001-27,MCM CIMENTOS S.A.,CANCELADA,12/16/2010,2/18/2010,5/22/2012
97.422.638/0001-52,MCOM SA TELECOMUNICACOES,CANCELADA,6/1/1994,,7/20/1995
01.102.291/0001-91,MCOM WIRELESS SA,CANCELADA,4/29/1996,11/1/1995,6/17/2005
60.835.410/0001-84,MECANICA PESADA SA,CANCELADA,5/7/1966,11/28/1955,12/3/1997
43.358.647/0001-00,MEDIAL SAUDE S/A,CANCELADA,9/19/2006,1/1/1972,7/7/2010
03.587.746/0001-31,MEGAPART PARTICIPAÇÕES SA,CANCELADA,3/10/2000,9/20/1999,4/13/2004
15.217.433/0001-70,MELAMINA ULTRA S.A. INDÚSTRIA  QUÍMICA,CANCELADA,10/20/1971,11/1/1968,11/18/2004
14.110.585/0001-07,MELIUZ S.A.,ATIVO,11/3/2020,8/11/2008,
12.181.987/0001-77,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,ATIVO,9/24/2020,5/10/2010,
00.020.540/0001-37,MELPAPER SA,CANCELADA,7/28/1994,6/13/1994,2/11/2010
02.607.723/0001-89,MEM CELULAR PARTICIPAÇÕES SA,CANCELADA,7/20/1998,6/1/1998,6/30/2008
17.162.082/0001-73,MENDES JUNIOR ENGENHARIA SA,ATIVO,7/20/1977,12/31/1953,
92.012.780/0001-08,MENEGAZ S.A. INDUSTRIA E COM.,CANCELADA,11/17/1986,,3/21/2006
12.499.629/0001-07,MENFIS PARTICIPAÇÕES S/A,CANCELADA,4/13/2011,6/9/2010,12/31/2013
26.386.169/0001-15,MERCANTIL DO BRASIL LEASING SA,CANCELADA,11/29/1996,6/19/1990,5/31/2017
61.079.976/0001-96,MERIDIONAL S.A.,CANCELADA,6/4/1986,,3/21/2006
33.087.156/0001-00,MESBLA SA,CANCELADA,7/20/1977,,1/9/2007
39.527.759/0001-62,MESBLA TRUST REC CARTAO CRD SA,CANCELADA,12/18/1992,12/4/1992,1/9/2007
60.395.209/0001-23,METAL LEVE ELETR E AUTOM SA,CANCELADA,7/7/1989,,4/2/1993
61.284.006/0001-22,METALAC SA IND E COMERCIO,CANCELADA,10/26/1973,,2/2/1999
33.034.323/0001-55,METALFLEX SA IND E COMERCIO,CANCELADA,7/8/1971,,9/23/1988
04.821.041/0001-08,METALFRIO SOLUTIONS S/A,ATIVO,4/10/2007,1/1/1960,
80.227.184/0001-66,METALGRAFICA IGUACU SA,CANCELADA,9/2/1968,9/30/1962,5/17/2023
33.034.828/0001-10,METALGRAFICA RIO INDL SA,CANCELADA,8/6/1946,,5/2/1990
33.535.246/0001-17,METALON INDUSTRIAS REUNIDAS SA,CANCELADA,7/20/1977,,1/4/2010
02.312.699/0001-50,METALTRUST S/A (5212 PARTICIPAÇÕES S/A),CANCELADA,6/16/1998,11/19/1997,5/31/2012
84.683.762/0001-20,METALURGICA DUQUE SA - EM RECUPERAÇÃO JUDICIAL,CANCELADA,11/26/1971,9/16/1955,1/7/2016
92.690.783/0001-09,METALURGICA GERDAU SA,ATIVO,5/17/1968,8/24/1939,
92.690.783/0001-09,METALURGICA GERDAU SA,ATIVO,5/17/1968,8/24/1939,
89.772.065/0001-69,METALURGICA HASSMANN SA,CANCELADA,1/12/1973,,6/10/1992
84.430.768/0001-95,METALURGICA JOAO WIEST SA,CANCELADA,1/4/1990,,7/26/1994
61.074.837/0001-70,METALURGICA MATARAZZO SA,CANCELADA,3/24/1933,,8/30/1988
52.502.945/0001-05,METALURGICA MOCOCA SA,CANCELADA,12/22/1981,,5/29/1987
85.778.074/0001-06,METALURGICA RIOSULENSE SA,ATIVO,11/29/1988,,
16.234.171/0001-15,METANOR SA METANOL DO NE,ATIVO,12/26/1974,12/26/1974,
86.375.425/0001-09,METISA METALÚRGICA  TIMBOENSE SA,ATIVO,5/18/1971,1/5/1942,
43.710.946/0001-54,METODO ENGENHARIA SA,CANCELADA,5/2/1973,,9/19/1986
43.710.946/0001-54,METODO ENGENHARIA SA,CANCELADA,11/4/1998,5/2/1973,6/20/2005
01.709.614/0001-00,METRO EXTENSAO NORTE TRUST SA,CANCELADA,5/16/1997,,7/23/1998
19.296.342/0001-29,MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,CANCELADA,9/4/2012,8/19/1976,3/17/2022
33.183.526/0001-03,MICROLAB SA,CANCELADA,9/19/1985,,3/22/2005
45.169.406/0001-30,MICROTEC SIST IND E COM SA,CANCELADA,6/5/1986,,10/30/1998
27.093.558/0001-15,MILLS LOCAÇÃO,,,,
27.093.558/0001-15,MILLS LOCAÇÃO,,,,
17.496.431/0001-93,MINAS INV SA EMPR ADM ADMINAS,CANCELADA,7/20/1977,,12/9/1998
16.518.649/0001-39,MINASFER S/A,CANCELADA,1/29/1997,1/1/1996,1/4/2010
17.161.241/0001-15,MINASMAQUINAS SA,ATIVO,7/20/1977,9/8/1961,
62.436.092/0001-04,MINERACAO ARIPUANA SA,CANCELADA,6/17/1969,,4/22/1991
82.989.369/0001-33,MINERAÇÃO E CIMENTO VALE ITAJAI SA,CANCELADA,11/26/1969,,3/22/2005
67.620.377/0001-14,MINERVA S/A,ATIVO,7/18/2007,1/1/1992,
90.076.886/0001-40,MINUPAR PARTICIPACOES SA,ATIVO,12/21/1990,8/1/1984,
37.592.100/0001-64,MISSISSIPI SECURITIZADORA S/A,CANCELADA,10/1/2020,4/13/2020,6/30/2022
07.882.930/0001-65,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,ATIVO,2/3/2020,9/9/2005,
13.444.994/0001-87,MLOG S.A.,ATIVO,9/12/2011,3/10/2011,
02.762.115/0001-49,MMX MINERACAO E METALICOS SA FALIDA,SUSPENSO(A) - DECISÃO ADM,11/10/1998,8/26/1998,
12.592.831/0001-89,MNLT S.A.,ATIVO,2/11/2022,9/21/2010,
22.670.178/0001-82,MNM METALURGICA NORTE MINAS SA,CANCELADA,10/16/1984,,9/14/1994
31.553.627/0001-01,MOBLY S.A.,ATIVO,2/3/2021,8/22/2018,
42.517.177/0001-00,MODDATA SA ENG. DE TEL. E INF.,CANCELADA,5/12/1986,,3/22/2005
09.140.181/0001-26,MOENA PARTICIPAÇÕES S/A,CANCELADA,12/24/2007,7/11/2007,8/31/2010
61.204.251/0001-82,MOINHO DA LAPA SA,CANCELADA,7/20/1977,,10/3/1989
10.781.276/0001-08,MOINHO RECIFE SA EMPR E PART,CANCELADA,5/29/1986,,8/15/1994
87.551.552/0001-76,MÔNACO - ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.,CANCELADA,6/19/1978,,1/4/2010
37.702.340/0001-74,MONTE RODOVIAS S.A.,ATIVO,11/12/2021,7/13/2020,
33.102.476/0001-92,MONTEIRO ARANHA SA,ATIVO,5/7/1980,12/16/1947,
33.102.476/0001-92,MONTEIRO ARANHA SA,ATIVO,5/7/1980,12/16/1947,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,CANCELADA,12/24/2007,6/11/2007,2/26/2014
60.501.780/0001-85,MONTREAL EMPR COM E IND SA,CANCELADA,7/20/1977,2/25/1949,3/18/2008
09.083.175/0001-84,MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.,CANCELADA,2/3/2021,8/24/2007,5/16/2022
16.236.440/0001-82,MOTO PECAS TRANSMISSOES SA,CANCELADA,7/20/1977,,10/16/2000
61.106.068/0001-44,MOTORADIO SA COML E INDUSTRIAL,CANCELADA,5/29/1986,,3/22/2005
46.414.082/0001-11,MOTORES BUFALO SA,CANCELADA,11/30/1982,,12/20/2005
33.063.611/0001-38,MOTORISTA UNIAO COML IMPORT SA,CANCELADA,7/20/1977,,3/8/1994
33.069.691/0001-39,MOTORTEC INDUSTRIA AERONÁUTICA S.A.,CANCELADA,7/20/1977,,3/21/2006
41.335.131/0001-07,MOTTU I S.A,ATIVO,11/12/2021,3/17/2021,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,ATIVO,8/23/2007,1/1/1983,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,ATIVO,8/23/2007,1/1/1983,
07.196.983/0001-22,MOVEIS DE ACO ANGELO FG SA,CANCELADA,7/20/1977,,11/22/2006
07.976.147/0001-60,MOVIDA LOCAÇÃO DE VEÍCULOS S.A,ATIVO,5/11/2021,3/27/2006,
21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,ATIVO,1/29/2016,10/29/2015,
21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,ATIVO,1/29/2016,10/29/2015,
26.659.061/0001-59,MPM CORPÓREOS S.A.,ATIVO,1/28/2021,12/5/2016,
01.417.222/0001-77,MRS LOGÍSTICA S/A,ATIVO,11/13/1998,6/30/1996,
08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,ATIVO,7/13/2007,5/31/2006,
76.486.711/0001-80,MUELLER IRMAOS SA,CANCELADA,3/7/1986,,11/9/1990
02.369.513/0001-08,MULTI-CAR RIO TERMINAL DE VEÍCULOS S/A,CANCELADA,3/26/1998,1/26/1998,3/29/2004
01.378.557/0001-23,MULTIBRAS PAR SA,CANCELADA,11/4/1996,,12/30/1997
59.717.553/0001-02,MULTILASER INDUSTRIAL S.A.,ATIVO,7/20/2021,11/21/1988,
08.935.054/0001-50,MULTINER S/A,ATIVO,7/10/2008,5/21/2007,
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,ATIVO,7/25/2007,12/30/2005,
07.816.890/0001-53,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,ATIVO,7/25/2007,12/30/2005,
53.661.898/0001-05,MULTIPLIC LEASING ARR MERC SA,CANCELADA,3/30/1983,,10/22/1998
11.094.546/0001-75,MULTIPLUS SA,CANCELADA,2/3/2010,8/6/2009,5/6/2019
55.413.983/0001-80,MULTITEL TECNOLOGIA SA,CANCELADA,2/28/1986,,6/24/1993
22.148.316/0001-68,MULTITEXTIL SA,CANCELADA,11/20/1980,,1/5/1995
61.066.940/0001-78,MULTIVIDRO SA,CANCELADA,7/20/1977,,5/7/1987
49.865.884/0001-36,MUNCK SA EQUIPS INDUSTRIAIS,CANCELADA,7/20/1977,,1/7/1991
33.042.961/0001-18,MUNDIAL ARTEFATOS DE COURO SA,CANCELADA,7/20/1977,,3/22/2005
88.610.191/0001-54,MUNDIAL S.A - PRODUTOS DE CONSUMO,ATIVO,12/12/1979,1896-04-02,
33.807.348/0001-44,NACIONAL FACTORING SA,CANCELADA,1/5/1995,,7/7/1997
68.584.515/0001-10,NACIONAL IGUATEMI BAHIA PARTICIPAÇÕES SA,CANCELADA,9/24/1999,6/30/1992,8/29/2003
43.711.746/0001-16,NACIONAL LEASING SA ARR MEC,CANCELADA,4/5/1990,,5/27/1996
33.222.225/0001-41,NACIONAL SA SOC CRED FIN INVS,CANCELADA,7/20/1977,,1/30/1990
61.067.161/0001-97,NADIR FIGUEIREDO S.A,CANCELADA,7/20/1977,8/30/1912,4/16/2020
60.875.259/0001-08,NAKATA SA IND E COMERCIO,CANCELADA,7/20/1977,,11/18/1998
14.200.586/0001-42,NAOMI PARTICIPAÇÕES SA,CANCELADA,12/12/2011,6/15/2011,3/22/2019
15.377.572/0001-61,NASA SECURITIZADORA S.A.,CANCELADA,3/21/2016,4/11/2012,6/30/2022
62.336.953/0001-82,NATIONAL DISTILLERS DO BR SA,CANCELADA,6/17/1985,,11/28/1986
43.504.489/0001-41,NATIVA TRANSFORMADORES SA,CANCELADA,10/3/1986,,11/18/1992
32.785.497/0001-97,NATURA & CO HOLDING S.A.,ATIVO,9/25/2019,1/21/2019,
71.673.990/0001-77,NATURA COSMETICOS SA,ATIVO,5/21/2004,8/28/1969,
04.233.319/0001-18,NCF PARTICIPACOES S.A.,CANCELADA,10/3/2016,12/26/2000,4/26/2024
01.083.200/0001-18,NEOENERGIA S.A,ATIVO,5/8/1996,2/14/1996,
10.139.870/0001-08,NEOGRID PARTICIPACÕES S.A.,ATIVO,12/15/2020,7/1/2008,
60.881.364/0001-50,NESBER COMPANHIA INDUSTRIAL,CANCELADA,7/20/1977,,1/4/2010
00.108.786/0001-65,NET SERVIÇOS DE COMUNICAÇÃO S.A.,CANCELADA,11/22/1994,7/7/1994,12/31/2014
00.192.769/0001-59,NEUMARKT TRADE AND FINANCIAL CENTER S/A,ATIVO,10/27/1994,8/23/1994,
02.604.997/0001-14,NEWTEL PARTICIPAÇÕES S.A. - EM LIQUIDAÇÃO,ATIVO,7/20/1998,6/24/1998,
10.302.690/0001-97,NEXFUEL BIOENERGIA S/A,CANCELADA,6/24/2010,8/19/2008,1/30/2012
08.613.550/0001-98,NEXPE PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,ATIVO,10/26/2007,1/16/2007,
14.200.537/0001-00,NISA PARTICIPAÇÕES SA,CANCELADA,12/12/2011,6/15/2011,12/19/2014
13.558.218/0001-08,NITROCARBONO SA,CANCELADA,11/23/1972,,3/31/2003
14.200.699/0001-48,NOAH PARTICIPAÇÕES SA,CANCELADA,12/12/2011,6/15/2011,9/5/2019
43.834.894/0001-28,NORCHEM PARTICIPACOES E CONSULTORIA LTDA,CANCELADA,9/30/1981,,1/23/2003
13.015.151/0001-65,NORCON SOCIEDADE NORDESTINA DE CONSTRUCÕES S/A,CANCELADA,6/23/2008,1/1/1958,5/13/2010
13.606.611/0001-20,NORDEQ EQUIPS INDLS DO NE SA,CANCELADA,6/1/1984,,9/23/1988
60.884.319/0001-59,NORDON INDUSTRIAS METALURGICAS S.A.,ATIVO,8/23/1956,8/23/1956,
60.394.301/0001-79,NOROESTE SEGURADORA SA,CANCELADA,7/20/1977,,6/10/1994
07.467.619/0001-50,NORSE ENERGY DO BRASIL SA,CANCELADA,2/29/2008,4/29/2005,3/3/2009
09.625.321/0001-56,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,ATIVO,7/3/2020,5/26/2008,
12.300.288/0001-07,NORTE ENERGIA S.A,ATIVO,9/14/2020,7/21/2010,
29.950.060/0001-57,NORTEC QUIMICA S.A.,ATIVO,11/23/2012,7/25/2002,
19.853.511/0001-84,NOTRE DAME INTERMÉDICA PARTICIPAÇÕES S.A.,CANCELADA,4/19/2018,2/18/2014,3/18/2022
04.634.250/0001-34,NOVA AÇÃO PARTICIPAÇÕES S.A.,CANCELADA,1/31/2002,8/21/2001,5/29/2020
15.101.520/0001-68,NOVA ALIANCA SA,,,,
33.007.592/0001-22,NOVA AMERICA SA,CANCELADA,7/20/1987,1/18/1924,7/15/2011
08.903.116/0001-42,NOVA SECURITIZAÇÃO S/A,CANCELADA,9/11/2007,5/17/2007,10/30/2019
65.441.354/0001-17,NOVA SHOPPING CENTER SA,CANCELADA,2/22/1996,,2/5/1997
